# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.6.1
#@/tick	211804
#@/user_id	linux
a 	啊	c=456 d=1.87061 t=211804
xian wang 	線網	c=16 d=2.56119e-32 t=211804
xian xia 	線下	c=12 d=0.444858 t=211804
xian xia lai 	閒下來	c=1 d=1 t=208877
xian xian 	先賢	c=1 d=1.89577e-25 t=211804
xian xian 	顯現	c=3 d=0.00166156 t=211804
xian xian chu 	顯現出	c=1 d=5.19619e-05 t=211804
xian xiang 	現象	c=32 d=0.0381969 t=211804
xian xiang xue 	現象學	c=1 d=1 t=192238
xian xin 	閒心	c=1 d=3.20756e-07 t=211804
xian xin ling 	限薪令	c=5 d=0.153637 t=211804
xian xing 	先行	c=1 d=1 t=167623
xian xing 	現行	c=3 d=1.42444e-15 t=211804
xian xing 	線性	c=85 d=1.25769 t=211804
xian xing 	顯形	c=1 d=1 t=196907
xian xing ci 	先行詞	c=1 d=1 t=196774
xian xing dai shu 	線性代數	c=2 d=7.04186e-22 t=211804
xian xing fang cheng 	線性方程	c=1 d=2.78179e-07 t=211804
xian xing gui hua 	線性規劃	c=2 d=1.97045 t=211024
xian xing hui gui 	線性回歸	c=1 d=3.62194e-53 t=211804
xian xing kong jian 	線性空間	c=1 d=2.47556e-76 t=211804
xian xing shi jian 	線性時間	c=2 d=1.35755e-08 t=211804
xian xing wu guan 	線性無關	c=5 d=2.62881e-18 t=211804
xian xu 	先序	c=1 d=8.57874e-21 t=211804
xian xu 	線序	c=1 d=8.53595e-21 t=211804
xian xu bian li 	先序遍歷	c=6 d=2.81654e-06 t=211804
xian xuan 	限選	c=1 d=4.19094e-05 t=211804
xian xue 	獻血	c=1 d=9.85651e-05 t=211804
xian xue 	鮮血	c=1 d=9.99968e-30 t=211804
xian xue huan yan zhi 	獻血換言之	c=1 d=0.000125275 t=211804
xian yan 	先驗	c=1 d=4.76287e-10 t=211804
xian yao 	先要	c=2 d=8.66496e-21 t=211804
xian yi 	嫌疑	c=4 d=2.85416e-15 t=211804
xian yong 	先用	c=2 d=0.0833256 t=211804
xian you 	現有	c=8 d=0.147342 t=211804
xian yu 	先於	c=3 d=0.26054 t=211804
xian yu 	閒魚	c=1 d=7.47349e-16 t=211804
xian yu 	限於	c=4 d=4.81729e-26 t=211804
xian yu 	鹹魚	c=1 d=0.00308872 t=211804
xian yun 	閒雲	c=1 d=0.496585 t=211804
xian zai 	先在	c=2 d=7.10958e-07 t=211804
xian zai 	現在	c=251 d=0.687544 t=211804
xian zai shi 	現在是	c=1 d=1.54381e-50 t=211804
xian zhao 	先找	c=0 d=3.35463e-05 t=211804
xian zhao chu 	先找出	c=1 d=5.43611e-36 t=211804
xian zhao dao 	先找到	c=1 d=1 t=194353
xian zhao dian 	先找點	c=1 d=0.000337144 t=211804
xian zhao zhao 	先找找	c=1 d=1.18732e-20 t=211804
xian zhe 	閒着	c=1 d=0.000550326 t=211804
xian zhi 	先知	c=2 d=1.42662e-33 t=211804
xian zhi 	賢治	c=10 d=2.55363e-11 t=211804
xian zhi 	限制	c=93 d=0.926458 t=211804
xian zhi wei 	限制爲	c=1 d=9.83676e-72 t=211804
xian zhi xing 	先執行	c=1 d=1.37661e-25 t=211804
xian zhu 	顯著	c=8 d=0.45612 t=211804
xian zhuang 	現狀	c=13 d=8.15063e-07 t=211804
xian zi 	仙子	c=2 d=6.51174e-13 t=211804
xian zi 	弦子	c=1 d=1 t=190202
xian zi a 	先訾呵	c=6 d=0.000885506 t=211804
xian zong 	仙蹤	c=1 d=0.000395642 t=211804
xian zou 	先走	c=1 d=1.05342e-24 t=211804
xian zuo 	先做	c=0 d=7.42989e-07 t=211804
xiang 	像	c=46 d=0.581664 t=211804
xiang 	向	c=71 d=1.5177 t=211804
xiang 	想	c=137 d=0.39577 t=211804
xiang 	相	c=8 d=0.0706512 t=211804
xiang 	翔	c=2 d=2.08541e-44 t=211804
xiang 	詳	c=1 d=1.90204e-05 t=211804
xiang 	象	c=5 d=3.65038e-18 t=211804
xiang 	鄉	c=1 d=1 t=161976
xiang 	響	c=1 d=1 t=205725
xiang 	項	c=25 d=0.00923252 t=211804
xiang ai 	相愛	c=2 d=0.227638 t=211804
xiang ban 	相伴	c=1 d=1 t=207547
xiang ban fa 	想辦法	c=2 d=0.151072 t=211804
xiang bi 	想必	c=6 d=0.818731 t=211804
xiang bi 	相比	c=42 d=0.733447 t=211804
xiang bi yu 	相比於	c=9 d=0.647265 t=211804
xiang bi zhi xia 	相比之下	c=8 d=0.0191587 t=211804
xiang bu chu 	想不出	c=4 d=2.29978e-06 t=211804
xiang bu chu lai 	想不出來	c=1 d=2.2787e-13 t=211804
xiang bu dao 	想不到	c=1 d=1.01335e-09 t=211804
xiang can jia 	想參加	c=1 d=1 t=165890
xiang cha 	詳查	c=1 d=1.18e-06 t=211804
xiang cha bu duo 	相差不多	c=1 d=1 t=157170
xiang cheng 	相乘	c=7 d=0.000632637 t=211804
xiang chu 	相處	c=1 d=1 t=184531
xiang chu 	相除	c=1 d=0.00017956 t=211804
xiang da jia 	向大家	c=1 d=1 t=185497
xiang dang 	相當	c=29 d=0.73719 t=211804
xiang dang da 	相當大	c=1 d=5.57296e-05 t=211804
xiang dang ran 	想當然	c=1 d=1 t=207618
xiang dang yong yu 	相當用於	c=1 d=1.19206e-08 t=211804
xiang dang yu 	相當於	c=27 d=0.790571 t=211804
xiang dao 	想到	c=17 d=2.12322e-05 t=211804
xiang dao le 	想到了	c=1 d=0.00509243 t=211804
xiang dao zhe li 	想到這裏	c=1 d=4.49071e-53 t=211804
xiang de 	想得	c=1 d=1.213e-07 t=211804
xiang de 	想的	c=4 d=0.00506865 t=211804
xiang de mei 	想得美	c=1 d=1 t=198162
xiang de tai duo 	想得太多	c=2 d=0.0038387 t=211804
xiang deng 	相等	c=30 d=0.000558654 t=211804
xiang deng xing 	相等性	c=1 d=3.40822e-14 t=211804
xiang du 	響度	c=13 d=4.41797e-08 t=211804
xiang du jiao di 	響度較低	c=1 d=1 t=180044
xiang dui 	相對	c=56 d=0.99005 t=211804
xiang dui de 	相對地	c=1 d=1.45921e-34 t=211804
xiang dui lai shuo 	相對來說	c=1 d=1 t=205425
xiang dui mu lu 	相對目錄	c=1 d=6.45923e-06 t=211804
xiang dui sheng yu jia zhi 	相對剩餘價值	c=1 d=0.12493 t=211804
xiang dui wu cha 	相對誤差	c=7 d=5.14613e-05 t=211804
xiang dui wu cha xian 	相對誤差限	c=1 d=8.1404e-51 t=211804
xiang dui ya li 	相對壓力	c=1 d=1.22857e-10 t=211804
xiang dui ying 	相對應	c=2 d=0.918512 t=211804
xiang dui yu 	相對於	c=1 d=8.98736e-39 t=211804
xiang fa 	想法	c=60 d=0.219808 t=211804
xiang fa shi 	想法是	c=1 d=1 t=155073
xiang fan 	相反	c=12 d=9.09837e-07 t=211804
xiang fan shu 	相反數	c=3 d=1.86209e-20 t=211804
xiang fang she fa 	想方設法	c=1 d=0.000930303 t=211804
xiang fei 	湘妃	c=0 d=3.09776e-09 t=211804
xiang fu 	相符	c=2 d=0.0023344 t=211804
xiang fu wu qi 	向服務器	c=1 d=0.955997 t=211804
xiang fu xiang cheng 	相輔相成	c=6 d=0.0780817 t=211804
xiang gan 	想幹	c=0 d=9.17858e-23 t=211804
xiang gan ma 	想幹嘛	c=2 d=0.0149208 t=211804
xiang gang 	香港	c=34 d=1.52962e-09 t=211804
xiang ge 	想個	c=3 d=1.15086e-06 t=211804
xiang ge 	相隔	c=1 d=5.41101e-11 t=211804
xiang ge ban fa 	想個辦法	c=1 d=1.78817e-14 t=211804
xiang guan 	相關	c=248 d=0.851359 t=211804
xiang guan de 	相關的	c=1 d=1 t=177180
xiang guan qing kuang 	相關情況	c=1 d=1.22053e-21 t=211804
xiang guan xi shu 	相關係數	c=2 d=0.255381 t=211804
xiang guan xin xi 	相關信息	c=1 d=7.90251e-55 t=211804
xiang hao 	向好	c=1 d=4.77439e-09 t=211804
xiang hao 	想好	c=1 d=0.1 t=170446
xiang hao le 	想好了	c=1 d=1 t=170447
xiang hou 	向後	c=5 d=0.932394 t=211804
xiang hu 	相互	c=30 d=0.841185 t=211804
xiang hu zhi jian 	相互之間	c=1 d=1 t=170746
xiang ji 	相繼	c=1 d=1 t=208095
xiang jia 	相加	c=7 d=0.000656034 t=211804
xiang jian 	相減	c=1 d=1.5216e-56 t=211804
xiang jian 	相見	c=1 d=1 t=189900
xiang jian 	詳見	c=13 d=1.92115e-05 t=211804
xiang jiao 	相交	c=3 d=6.36611e-41 t=211804
xiang jiao 	相角	c=6 d=5.59152e-14 t=211804
xiang jiao 	相較	c=1 d=0.0165727 t=211804
xiang jie he 	相結合	c=1 d=2.35859e-36 t=211804
xiang jin 	相近	c=3 d=0.000483239 t=211804
xiang jin 	詳盡	c=1 d=1 t=190616
xiang jin de 	相近的	c=1 d=1 t=186454
xiang ju 	相聚	c=1 d=8.15004e-08 t=211804
xiang ju 	相距	c=2 d=4.71705e-42 t=211804
xiang ju you yuan 	相聚有緣	c=1 d=8.33681e-08 t=211804
xiang ju zui yuan 	相距最遠	c=1 d=4.40867e-42 t=211804
xiang lai 	向來	c=5 d=1.54089e-06 t=211804
xiang lai 	想來	c=8 d=0.0665368 t=211804
xiang le 	享樂	c=1 d=1 t=165932
xiang le 	想了	c=4 d=1.57478e-19 t=211804
xiang le 	響了	c=1 d=7.26496e-36 t=211804
xiang le xiang 	想了想	c=7 d=0.0510474 t=211804
xiang lian 	相聯	c=2 d=7.00924e-40 t=211804
xiang lian 	相連	c=1 d=1 t=154320
xiang lian 	項鍊	c=1 d=0.00451658 t=211804
xiang lian du 	相聯度	c=1 d=3.38996e-39 t=211804
xiang liang 	向量	c=30 d=0.108609 t=211804
xiang liang 	響亮	c=1 d=1 t=163880
xiang lin 	相鄰	c=6 d=0.000308127 t=211804
xiang lin 	相霖	c=17 d=4.72766e-37 t=211804
xiang ling 	響鈴	c=3 d=0.00030659 t=211804
xiang man 	鑲滿	c=1 d=1.01999e-27 t=211804
xiang mao 	相貌	c=1 d=2.32751e-27 t=211804
xiang mu 	項目	c=107 d=0.699329 t=211804
xiang mu bu 	項目部	c=12 d=5.24628e-21 t=211804
xiang ni 	向你	c=4 d=2.84468 t=184613
xiang nong 	香農	c=1 d=2.59053e-50 t=211804
xiang nong ding li 	香農定理	c=1 d=2.42118e-50 t=211804
xiang pin 	相頻	c=7 d=2.00366e-18 t=211804
xiang qi 	想起	c=13 d=0.07502 t=211804
xiang qi 	象棋	c=1 d=0.852144 t=211804
xiang qi he 	相契合	c=1 d=1 t=198344
xiang qi lai 	想起來	c=3 d=1.97531 t=161881
xiang qian 	向前	c=5 d=0.000330708 t=211804
xiang qian jin 	向前進	c=1 d=1 t=182018
xiang qing 	詳情	c=2 d=2.49805e-06 t=211804
xiang qu 	想去	c=2 d=5.46353e-07 t=211804
xiang rong 	相容	c=1 d=1 t=177202
xiang shang 	向上	c=9 d=0.00427488 t=211804
xiang shang chuan yue 	向上穿越	c=1 d=9.01705e-19 t=211804
xiang shen me 	像什麼	c=1 d=3.62884e-46 t=211804
xiang shi 	像是	c=10 d=0.980199 t=211804
xiang shi 	相識	c=1 d=3.0448e-11 t=211804
xiang shou 	享受	c=2 d=3.08809e-30 t=211804
xiang shou zhe 	享受着	c=1 d=0.000112788 t=211804
xiang shu 	詳述	c=1 d=1 t=183429
xiang shui 	想睡	c=1 d=1.18567e-33 t=211804
xiang si 	相似	c=13 d=0.00577048 t=211804
xiang si 	相思	c=3 d=3.57365e-07 t=211804
xiang si xing 	相似性	c=1 d=5.50308e-33 t=211804
xiang ta 	向他	c=3 d=2.16831e-12 t=211804
xiang tai duo 	想太多	c=1 d=0.000925663 t=211804
xiang tong 	相同	c=57 d=0.509156 t=211804
xiang tong de ma 	相同的嘛	c=1 d=2.56164e-37 t=211804
xiang tong wei zhi 	相同位置	c=1 d=1 t=171186
xiang tu 	向圖	c=1 d=1.83585e-42 t=211804
xiang tu 	鄉土	c=0 d=5.87685e-13 t=211804
xiang tu she hui 	鄉土社會	c=3 d=2.68859e-11 t=211804
xiang wan 	想玩	c=1 d=5.21568e-49 t=211804
xiang wang 	嚮往	c=3 d=0.382893 t=211804
xiang wei 	相位	c=20 d=2.7005e-11 t=211804
xiang wei 	香味	c=1 d=7.61773e-35 t=211804
xiang wo 	像我	c=1 d=2.04684e-74 t=211804
xiang wo 	向我	c=1 d=1.44744e-27 t=211804
xiang xi 	詳細	c=24 d=0.0598216 t=211804
xiang xi bu ju 	詳細佈局	c=1 d=0.0528657 t=211804
xiang xi xin xi 	詳細信息	c=2 d=1.9863e-05 t=211804
xiang xia 	向下	c=6 d=0.00396599 t=211804
xiang xia 	鄉下	c=1 d=1.84451e-26 t=211804
xiang xia qu 	想下去	c=1 d=0.00324708 t=211804
xiang xiang 	想像	c=5 d=4.62747e-16 t=211804
xiang xiang 	想想	c=12 d=0.0175975 t=211804
xiang xiang 	想象	c=1 d=0.0224829 t=211804
xiang xiang ba 	想想吧	c=2 d=5.63337e-06 t=211804
xiang xiang cheng 	想像成	c=1 d=1 t=186566
xiang xiang kan 	想想看	c=1 d=1 t=209307
xiang xiao 	相消	c=1 d=1.40586e-37 t=211804
xiang xiao yu yun 	香消玉殞	c=1 d=3.58846e-32 t=211804
xiang xin 	相信	c=11 d=0.718924 t=211804
xiang xing 	象形	c=1 d=3.31944e-27 t=211804
xiang xing wen zi 	象形文字	c=1 d=5.31109e-27 t=211804
xiang xue 	香雪	c=0 d=0.0327915 t=211804
xiang xue deng 	香雪燈	c=1 d=0.329559 t=211804
xiang ya ta 	象牙塔	c=1 d=1.13899e-31 t=211804
xiang yan 	香菸	c=2 d=6.36529e-26 t=211804
xiang yang 	像樣	c=1 d=2.17466e-22 t=211804
xiang yang 	向陽	c=0 d=2.79669e-12 t=211804
xiang yang hua 	向陽花	c=2 d=2.55823e-09 t=211804
xiang yao 	想要	c=17 d=0.062662 t=211804
xiang yi ge 	想一個	c=2 d=1.69132e-06 t=211804
xiang yi xia 	想一下	c=1 d=4.50401e-29 t=211804
xiang yin 	響音	c=6 d=1.99501 t=199348
xiang ying 	相應	c=56 d=0.606864 t=211804
xiang ying 	響應	c=27 d=0.0678408 t=211804
xiang ying de 	相應的	c=1 d=5.7872e-37 t=211804
xiang ying fang shi 	響應方式	c=2 d=0.00539739 t=211804
xiang yong 	向勇	c=1 d=2.60628e-05 t=211804
xiang you 	向右	c=4 d=9.68434e-06 t=211804
xiang yu 	相遇	c=2 d=0.00247875 t=211804
xiang yu 	翔宇	c=1 d=2.3287e-33 t=211804
xiang yu ge 	翔宇哥	c=8 d=3.7498e-20 t=211804
xiang yuan 	襄垣	c=1 d=9.53985e-35 t=211804
xiang yue 	相約	c=1 d=1 t=189950
xiang zhe 	想着	c=5 d=0.00033379 t=211804
xiang zhe yang 	像這樣	c=1 d=6.62237e-37 t=211804
xiang zhe yang na ge 	像這樣哪個	c=1 d=9.25949e-37 t=211804
xiang zhe zhong 	像這種	c=1 d=1 t=198276
xiang zhen 	鄉鎮	c=1 d=0.000368894 t=211804
xiang zheng 	象徵	c=9 d=0.518632 t=211804
xiang zhi dao 	想知道	c=1 d=1 t=157286
xiang zuo 	向左	c=6 d=0.000547587 t=211804
xiang zuo 	相左	c=2 d=1.575e-50 t=211804
xiang zuo de 	向左的	c=1 d=8.91186e-28 t=211804
xiao 	嘯	c=0 d=0.00170774 t=211804
xiao 	小	c=57 d=0.99005 t=211804
xiao 	效	c=1 d=4.2807e-19 t=211804
xiao 	曉	c=3 d=3.83284e-13 t=211804
xiao 	校	c=10 d=0.000493001 t=211804
xiao 	梟	c=1 d=0.402524 t=211804
xiao 	消	c=2 d=8.46253e-37 t=211804
xiao 	笑	c=3 d=0.359634 t=211804
xiao 	肖	c=0 d=2.49839e-38 t=211804
xiao 	蕭	c=5 d=1.7042e-07 t=211804
xiao 	霄	c=2 d=4.4279e-05 t=211804
xiao ai 	小艾	c=1 d=1.9377e-47 t=211804
xiao ba wang 	小霸王	c=1 d=1.5078e-37 t=211804
xiao bai 	小白	c=2 d=4.01131e-19 t=211804
xiao ben 	小本	c=1 d=2.65794e-30 t=211804
xiao ben zi 	小本子	c=1 d=1 t=170875
xiao bi huan 	小閉環	c=2 d=2.72295e-41 t=211804
xiao bo na 	蕭伯納	c=2 d=1 t=180838
xiao bu er qiao ya 	小布爾喬亞	c=5 d=0.680451 t=211804
xiao bu er qiao ya 	笑布爾喬亞	c=1 d=0.647265 t=211804
xiao ce zi 	小冊子	c=1 d=1 t=186620
xiao chang shu 	小常數	c=1 d=3.29896e-13 t=211804
xiao chao 	小吵	c=0 d=0.1 t=198209
xiao chao 	小抄	c=1 d=1 t=198207
xiao chao xiao nao 	小吵小鬧	c=1 d=1 t=198210
xiao chao xiao nao 	小抄小鬧	c=-1 d=0 t=198209
xiao che 	校車	c=2 d=1.73674e-53 t=211804
xiao cheng xu 	小程序	c=13 d=4.73887e-23 t=211804
xiao chou 	小愁	c=1 d=9.1328e-22 t=211804
xiao chu 	消除	c=11 d=1.42123e-10 t=211804
xiao chuan 	小船	c=1 d=0.157237 t=211804
xiao dao 	小刀	c=2 d=3.67305e-12 t=211804
xiao dao 	小導	c=4 d=1.28176e-38 t=211804
xiao dao 	小島	c=2 d=7.88391e-45 t=211804
xiao de 	曉得	c=7 d=3.08924e-05 t=211804
xiao de 	笑得	c=1 d=0.000147011 t=211804
xiao de duo 	小得多	c=1 d=3.44072e-08 t=211804
xiao de le 	曉得了	c=3 d=8.20544e-27 t=211804
xiao diao 	消掉	c=1 d=1 t=201934
xiao du 	消毒	c=1 d=1 t=180393
xiao du ji 	消毒劑	c=2 d=1 t=194882
xiao duan 	小段	c=1 d=0.0605068 t=211804
xiao duan 	小端	c=4 d=1.51546e-29 t=211804
xiao duan xu 	小端序	c=4 d=1.72675e-08 t=211804
xiao dui 	小隊	c=3 d=0.00404611 t=211804
xiao dui 	校隊	c=2 d=3.15369e-42 t=211804
xiao fan 	小販	c=1 d=1 t=182590
xiao fang 	小芳	c=1 d=8.06104e-24 t=211804
xiao fang 	效仿	c=1 d=6.23156e-25 t=211804
xiao fei 	小費	c=1 d=4.20165e-35 t=211804
xiao fei 	消費	c=5 d=0.0731678 t=211804
xiao fei jie dai 	消費借貸	c=1 d=1 t=164559
xiao fei zhe 	消費者	c=5 d=4.64477e-25 t=211804
xiao fei zhu yi 	消費主義	c=1 d=1 t=164507
xiao gai lv 	小概率	c=1 d=0.0217096 t=211804
xiao gang cun 	小崗村	c=1 d=1 t=167629
xiao ge 	校歌	c=3 d=1.10314 t=211804
xiao gong ju 	小工具	c=2 d=0.0120946 t=211804
xiao gu shi 	小故事	c=1 d=1 t=197723
xiao gui mo 	小規模	c=2 d=1.14299 t=180911
xiao guo 	效果	c=54 d=0.140178 t=211804
xiao guo bu shi 	效果不是	c=1 d=9.93933e-47 t=211804
xiao hao 	消耗	c=10 d=0.0340054 t=211804
xiao hao pin 	消耗品	c=1 d=5.89507e-19 t=211804
xiao he 	小河	c=1 d=6.99839e-08 t=211804
xiao he 	校河	c=4 d=4.8658e-23 t=211804
xiao hua 	消化	c=1 d=1 t=177480
xiao hua gan you 	硝化甘油	c=1 d=1 t=189554
xiao hui 	曉暉	c=1 d=1.06079 t=172522
xiao hui 	曉輝	c=1 d=1 t=172234
xiao hui 	校會	c=3 d=0.000178665 t=211804
xiao ji 	小雞	c=1 d=1 t=205325
xiao ji 	校級	c=6 d=2.40856e-08 t=211804
xiao ji 	消極	c=2 d=0.0880368 t=211804
xiao jia 	小佳	c=1 d=1 t=189964
xiao jiang 	小薑	c=1 d=9.84179e-78 t=211804
xiao jiang hu 	嘯江湖	c=1 d=0.017163 t=211804
xiao jiao ben 	小腳本	c=1 d=1.16683e-21 t=211804
xiao jiao yuan 	小教員	c=2 d=0.0347353 t=211804
xiao jie 	小姐	c=21 d=1.28512e-10 t=211804
xiao jie 	小節	c=0 d=0.0186374 t=211804
xiao jie 	小結	c=3 d=1.29156e-10 t=211804
xiao jie 	消解	c=1 d=1.29258e-78 t=211804
xiao juan 	小娟	c=5 d=1.68416 t=193315
xiao kang 	小康	c=1 d=5.32484e-28 t=211804
xiao kang she hui 	小康社會	c=2 d=6.37954e-07 t=211804
xiao ke 	小課	c=1 d=1 t=165828
xiao le 	笑了	c=2 d=1.99005 t=190425
xiao le xiao 	笑了笑	c=2 d=2.69164e-24 t=211804
xiao li 	校歷	c=1 d=5.29253e-74 t=211804
xiao li fei dao 	小李飛刀	c=1 d=7.9084e-05 t=211804
xiao li tang 	小禮堂	c=2 d=1.83527 t=184538
xiao liang 	銷量	c=1 d=1 t=180484
xiao ling dao 	校領導	c=2 d=7.22879e-20 t=211804
xiao lu 	小鹿	c=1 d=1.04614e-60 t=211804
xiao lun che 	小輪車	c=1 d=4.38533e-09 t=211804
xiao lv 	效率	c=51 d=0.763495 t=211804
xiao ma bei 	小馬盃	c=2 d=3.73612e-22 t=211804
xiao ma da 	小馬達	c=2 d=6.11735e-39 t=211804
xiao ma ju 	小馬駒	c=1 d=1.32395e-66 t=211804
xiao mei mei 	小妹妹	c=1 d=8.647e-26 t=211804
xiao men 	校門	c=0 d=0.1 t=184862
xiao mie 	消滅	c=4 d=0.127454 t=211804
xiao ming 	曉明	c=1 d=1 t=189994
xiao mo xing 	小模型	c=1 d=1 t=180914
xiao nao 	小鬧	c=1 d=1.09501 t=198209
xiao nei 	校內	c=6 d=0.000662162 t=211804
xiao neng 	效能	c=3 d=6.13774e-23 t=211804
xiao neng shou 	小能手	c=1 d=0.00733572 t=211804
xiao ni gu 	小尼姑	c=2 d=0.1739 t=211804
xiao nv hai 	小女孩	c=1 d=0.0948935 t=211804
xiao ou ju 	小偶劇	c=1 d=0.000446085 t=211804
xiao piao 	小票	c=2 d=1.5599 t=175194
xiao pin 	小品	c=1 d=0.0845849 t=211804
xiao ping 	小瓶	c=1 d=1 t=180399
xiao ping 	小評	c=10 d=0.891059 t=211804
xiao qi 	小氣	c=1 d=1 t=180528
xiao qian 	消遣	c=3 d=6.91182e-38 t=211804
xiao qing 	校慶	c=4 d=0.242926 t=211804
xiao qing ri 	校慶日	c=1 d=1.13501e-78 t=211804
xiao qu 	消去	c=17 d=0.182684 t=211804
xiao qu ju zhen 	消去矩陣	c=3 d=6.80795e-45 t=211804
xiao quan zi 	小圈子	c=1 d=0.00160441 t=211804
xiao qun 	小羣	c=1 d=4.23437e-38 t=211804
xiao sa 	瀟灑	c=1 d=1 t=210546
xiao san 	消散	c=1 d=2.0266e-16 t=211804
xiao she 	小舌	c=0 d=2.16646e-08 t=211804
xiao she yin 	小舌音	c=1 d=2.17732e-07 t=211804
xiao sheng quan 	校生權	c=1 d=3.19982e-07 t=211804
xiao shi 	小時	c=6 d=1.36742e-06 t=211804
xiao shi 	校史	c=11 d=3.32747e-26 t=211804
xiao shi 	消失	c=5 d=1.05181e-06 t=211804
xiao shi 	蕭氏	c=1 d=0.113608 t=211804
xiao shi hou 	小時候	c=4 d=0.00514361 t=211804
xiao shi jian 	小事件	c=1 d=2.99255e-72 t=211804
xiao shi yi lang 	蕭十一郎	c=2 d=3.59139e-07 t=211804
xiao shou 	消瘦	c=1 d=4.35146e-06 t=211804
xiao shou 	銷售	c=2 d=1 t=191872
xiao shou bu qi 	消受不起	c=1 d=0.000418012 t=211804
xiao shui 	小水	c=0 d=0.1 t=165375
xiao shui qun 	小水羣	c=1 d=1 t=165376
xiao shuo 	小說	c=13 d=0.859239 t=211804
xiao shuo zhu ren gong 	小說主人公	c=1 d=0.0270518 t=211804
xiao sun 	小孫	c=1 d=1 t=188860
xiao tan 	笑談	c=1 d=1 t=208269
xiao tang shan 	小湯山	c=1 d=1.02142e-14 t=211804
xiao tiao 	蕭條	c=0 d=6.5297e-17 t=211804
xiao tiao de 	蕭條的	c=1 d=6.56243e-16 t=211804
xiao tou 	小偷	c=1 d=1.17591e-24 t=211804
xiao tu 	小圖	c=1 d=1 t=164256
xiao tuan ti 	小團體	c=1 d=3.27682e-22 t=211804
xiao tuan wei 	校團委	c=2 d=1.07029e-05 t=211804
xiao tui 	消退	c=1 d=3.33903e-08 t=211804
xiao wai 	校外	c=3 d=9.6541e-29 t=211804
xiao wai fang wen 	校外訪問	c=1 d=9.70249e-28 t=211804
xiao wang 	小王	c=12 d=0.00181198 t=211804
xiao wang 	消亡	c=1 d=1 t=210276
xiao wen ti 	小問題	c=1 d=0.346456 t=211804
xiao wo 	小窩	c=1 d=4.40582e-05 t=211804
xiao wu 	小屋	c=0 d=0.0650509 t=211804
xiao xi 	小溪	c=2 d=7.03347e-08 t=211804
xiao xi 	消息	c=42 d=0.644036 t=211804
xiao xi dui lie 	消息隊列	c=3 d=1.35148e-10 t=211804
xiao xi jie 	小細節	c=1 d=5.44241e-79 t=211804
xiao xi ling tong 	消息靈通	c=1 d=8.74283e-38 t=211804
xiao xiang mu 	小項目	c=2 d=0.00360656 t=211804
xiao xiao 	小小	c=2 d=1.57259e-32 t=211804
xiao xin 	小心	c=10 d=0.852144 t=211804
xiao xing 	小型	c=9 d=2.12429e-11 t=211804
xiao xiong 	梟雄	c=1 d=0.276651 t=211804
xiao xue 	小學	c=4 d=2.30425e-08 t=211804
xiao xue qi 	小學期	c=14 d=3.09724e-06 t=211804
xiao xue sheng hui 	校學生會	c=8 d=6.67881e-09 t=211804
xiao yang 	小楊	c=2 d=2.51065e-28 t=211804
xiao yao 	逍遙	c=0 d=7.4684e-09 t=211804
xiao yao xue zhe 	逍遙學者	c=1 d=7.50584e-08 t=211804
xiao yi xie 	小一些	c=1 d=2.96196e-10 t=211804
xiao ying 	效應	c=3 d=0.0424257 t=211804
xiao yu 	小於	c=23 d=0.00621991 t=211804
xiao yu 	小魚	c=1 d=3.26558e-11 t=211804
xiao yu deng yu 	小於等於	c=2 d=8.27804e-13 t=211804
xiao yuan 	小源	c=1 d=3.80258e-08 t=211804
xiao yuan 	校園	c=13 d=0.000584356 t=211804
xiao yuan 	消元	c=2 d=2.98441e-40 t=211804
xiao yuan ba ling 	校園霸凌	c=1 d=9.41093e-22 t=211804
xiao yuan ba shi 	校園巴士	c=1 d=1.38474e-06 t=211804
xiao yuan huan jing 	校園環境	c=1 d=1 t=156756
xiao yuan wang 	校園網	c=21 d=1.153e-12 t=211804
xiao yue 	肖悅	c=13 d=0.0429558 t=211804
xiao zao chuan 	小早川	c=45 d=3.38363e-11 t=211804
xiao ze ji 	肖澤基	c=3 d=1.46707e-09 t=211804
xiao zhan 	小站	c=2 d=0.00417687 t=211804
xiao zhan 	肖戰	c=1 d=1 t=162071
xiao zhang 	校長	c=6 d=2.87648 t=196639
xiao zhe 	笑着	c=1 d=0.000146278 t=211804
xiao zhong 	小衆	c=2 d=8.40744e-19 t=211804
xiao zhong 	效忠	c=1 d=1 t=190005
xiao zhu ying 	蕭竹盈	c=2 d=0.0143505 t=211804
xiao zi 	小字	c=1 d=0.0122161 t=211804
xiao zi 	小資	c=1 d=1 t=208239
xiao zi chan 	小資產	c=2 d=1.84789 t=168680
xiao zi chan jie ji 	小資產階級	c=4 d=2.60354e-22 t=211804
xiao zi qing diao 	小資情調	c=3 d=0.000916453 t=211804
xiao zu 	小組	c=59 d=6.00802e-08 t=211804
xiao zuo wen 	小作文	c=1 d=1 t=199197
xiao zuo ye 	小作業	c=1 d=2.13051e-16 t=211804
xie 	些	c=31 d=0.0193657 t=211804
xie 	寫	c=160 d=0.848085 t=211804
xie 	解	c=1 d=9.08511e-78 t=211804
xie 	謝	c=8 d=0.0459593 t=211804
xie 	鞋	c=1 d=5.40825e-05 t=211804
xie bian yi qi 	寫編譯器	c=3 d=6.87618e-36 t=211804
