# Rime user dictionary
#@/db_name	hzl_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.3.1
#@/tick	36939
#@/user_id	linusboyle
a 	啊	c=48 d=1.87061 t=36939
xia la cai dan 	下拉菜單	c=2 d=2.23215e-07 t=36939
xia lai 	下來	c=5 d=0.213312 t=36939
xia le 	下了	c=1 d=0.181772 t=36939
xia lie 	下列	c=1 d=1.32106e-11 t=36939
xia luo ke 	夏洛克	c=1 d=0.00491728 t=36939
xia mian 	下面	c=2 d=1.01545e-11 t=36939
xia qu 	下去	c=2 d=0.000122794 t=36939
xia shan 	下山	c=2 d=0.452766 t=36939
xia tu 	下圖	c=2 d=0.0605152 t=36939
xia wu 	下午	c=1 d=1 t=31108
xia xian 	下線	c=2 d=0.0217792 t=36939
xia xing 	下行	c=0 d=0.1 t=33352
xia xue qi 	下學期	c=2 d=1.09311e-08 t=36939
xia yi bu 	下一步	c=1 d=0.00816756 t=36939
xia yi ci 	下一次	c=2 d=0.00423234 t=36939
xia yi ge 	下一個	c=2 d=0.000483239 t=36939
xia yi ren 	下一任	c=1 d=0.00887071 t=36939
xia yi shou 	下一首	c=1 d=1.72666e-14 t=36939
xia zai 	下載	c=16 d=0.0645736 t=36939
xia zai lian jie 	下載鏈接	c=1 d=1 t=31170
xia zai ye mian 	下載頁面	c=1 d=1 t=28527
xia zai you xi 	下載遊戲	c=1 d=0.00348252 t=36939
xia zhe teng 	瞎折騰	c=3 d=0.006913 t=36939
xia zhou 	下週	c=2 d=1 t=36782
xian 	仙	c=1 d=0.0223708 t=36939
xian 	先	c=27 d=0.146253 t=36939
xian 	現	c=1 d=1 t=36380
xian 	線	c=2 d=0.108089 t=36939
xian 	賢	c=1 d=4.74073e-14 t=36939
xian ba 	先把	c=1 d=0.00167826 t=36939
xian bi jiao 	先比較	c=1 d=1.18591e-06 t=36939
xian cheng 	線程	c=49 d=4.79377 t=36894
xian dai 	現代	c=3 d=2.11817e-08 t=36939
xian dai bu dai xi 	現代布袋戲	c=1 d=1.21007e-08 t=36939
xian dai hua 	現代化	c=1 d=1 t=33519
xian dai shi 	現代史	c=0 d=1.18878e-06 t=36939
xian dai shi e hui 	現代史堊灰	c=1 d=1.19474e-05 t=36939
xian de 	顯得	c=4 d=0.656826 t=36939
xian ding 	限定	c=2 d=0.0885094 t=36939
xian ding si 	限定死	c=1 d=0.0154523 t=36939
xian du 	限度	c=1 d=0.0611149 t=36939
xian duan 	線段	c=0 d=0.000708341 t=36939
xian duan shu 	線段樹	c=31 d=0.113455 t=36939
xian fu 	先富	c=1 d=1 t=34271
xian gao 	線稿	c=5 d=4.37502 t=33645
xian hua 	鮮花	c=1 d=1 t=32064
xian jian 	仙劍	c=1 d=8.00992e-08 t=36939
xian jian qi xia zhuan 	仙劍奇俠傳	c=1 d=8.05007e-08 t=36939
xian jin 	先進	c=2 d=0.22764 t=36939
xian jing 	仙境	c=1 d=0.839457 t=36939
xian ka 	顯卡	c=1 d=4.85909e-10 t=36939
xian li 	先例	c=1 d=1 t=34943
xian liao 	閒聊	c=1 d=0.574072 t=36939
xian ming 	鮮明	c=1 d=0.0163259 t=36939
xian qi 	掀起	c=1 d=0.0343896 t=36939
xian qing yi zhi 	閒情逸致	c=1 d=0.66034 t=36939
xian ran 	顯然	c=9 d=0.0882597 t=36939
xian shang 	線上	c=1 d=2.43174e-13 t=36939
xian shang shi 	先上市	c=1 d=0.0115624 t=36939
xian sheng 	先生	c=5 d=0.0694785 t=36939
xian sheng duo ren 	先聲奪人	c=1 d=0.0166557 t=36939
xian shi 	現實	c=9 d=0.00556426 t=36939
xian shi 	閒時	c=1 d=0.57695 t=36939
xian shi 	顯式	c=3 d=4.37327e-06 t=36939
xian shi 	顯示	c=32 d=0.57903 t=36939
xian shi chu 	顯示出	c=1 d=1 t=35386
xian shi dai 	現時代	c=1 d=0.421052 t=36939
xian shi de 	顯示的	c=1 d=0.211189 t=36939
xian shi qi 	顯示器	c=1 d=2.51664e-05 t=36939
xian shi shi 	先試試	c=1 d=7.12134e-07 t=36939
xian shi shi jie 	現實世界	c=1 d=4.14064e-10 t=36939
xian shou 	先手	c=1 d=1 t=35092
xian shu 	嫺熟	c=1 d=0.0273237 t=36939
xian shuo 	先說	c=1 d=9.44684e-08 t=36939
xian suo 	線索	c=2 d=0.079659 t=36939
xian tian 	先天	c=1 d=0.000135032 t=36939
xian xi 	纖細	c=1 d=1 t=31961
xian xian 	先賢	c=1 d=1 t=33161
xian xian chu 	顯現出	c=1 d=5.19619e-05 t=36939
xian xiang 	現象	c=3 d=0.0381969 t=36939
xian xin ling 	限薪令	c=5 d=0.153637 t=36939
xian xing 	線性	c=27 d=1.22225 t=36939
xian xing shi jian 	線性時間	c=2 d=1.35755e-08 t=36939
xian xue 	鮮血	c=1 d=1 t=32065
xian yan 	先驗	c=1 d=4.76287e-10 t=36939
xian you 	現有	c=3 d=0.147342 t=36939
xian yu 	先於	c=1 d=1 t=35894
xian yu 	鹹魚	c=1 d=0.00308872 t=36939
xian yun 	閒雲	c=1 d=0.496585 t=36939
xian zai 	現在	c=30 d=0.572456 t=36939
xian zeng hou jian 	先增後減	c=1 d=1 t=30143
xian zhe 	閒着	c=1 d=0.000550326 t=36939
xian zhi 	限制	c=11 d=0.926458 t=36939
xian zhu 	顯著	c=1 d=0.45612 t=36939
xian zhuang 	現狀	c=2 d=0.0623495 t=36939
xian zong 	仙蹤	c=1 d=0.000395642 t=36939
xiang 	像	c=15 d=0.581664 t=36939
xiang 	向	c=13 d=1.5177 t=36939
xiang 	想	c=14 d=0.39577 t=36939
xiang 	相	c=1 d=8.9167e-05 t=36939
xiang 	項	c=5 d=0.00923252 t=36939
xiang ai 	相愛	c=1 d=0.227638 t=36939
xiang ban fa 	想辦法	c=1 d=0.151072 t=36939
xiang bi 	想必	c=2 d=0.818731 t=36939
xiang bi 	相比	c=6 d=0.511739 t=36939
xiang bi zhi xia 	相比之下	c=1 d=0.0191587 t=36939
xiang bu dao 	想不到	c=1 d=1.01335e-09 t=36939
xiang cheng 	相乘	c=5 d=0.000632637 t=36939
xiang chu 	相除	c=1 d=0.00017956 t=36939
xiang dang 	相當	c=12 d=0.73719 t=36939
xiang dang da 	相當大	c=1 d=5.57296e-05 t=36939
xiang dang yong yu 	相當用於	c=1 d=1.19206e-08 t=36939
xiang dang yu 	相當於	c=2 d=4.82073e-05 t=36939
xiang dao 	想到	c=2 d=2.12322e-05 t=36939
xiang dao le 	想到了	c=1 d=0.00509243 t=36939
xiang deng 	相等	c=3 d=0.000558654 t=36939
xiang dui 	相對	c=18 d=0.99005 t=36939
xiang dui sheng yu jia zhi 	相對剩餘價值	c=1 d=0.12493 t=36939
xiang dui wu cha 	相對誤差	c=1 d=1.26599e-10 t=36939
xiang dui ya li 	相對壓力	c=1 d=1.22857e-10 t=36939
xiang fa 	想法	c=4 d=0.715446 t=36939
xiang fan 	相反	c=1 d=1 t=31588
xiang fang she fa 	想方設法	c=1 d=1 t=32580
xiang fei 	湘妃	c=0 d=3.09776e-09 t=36939
xiang feng 	相逢	c=1 d=1 t=30642
xiang feng yi yang zi you 	像風一樣自由	c=1 d=1 t=30641
xiang fu 	相符	c=1 d=1 t=31034
xiang fu wu qi 	向服務器	c=1 d=0.955997 t=36939
xiang fu xiang cheng 	相輔相成	c=1 d=0.0780817 t=36939
xiang ge 	相隔	c=1 d=5.41101e-11 t=36939
xiang guan 	相關	c=22 d=0.583614 t=36939
xiang guan xi shu 	相關係數	c=2 d=0.255381 t=36939
xiang hao 	向好	c=1 d=4.77439e-09 t=36939
xiang hou 	向後	c=1 d=0.000769323 t=36939
xiang hu 	相互	c=13 d=0.841185 t=36939
xiang jia 	相加	c=4 d=0.000656034 t=36939
xiang jian 	詳見	c=8 d=0.00249496 t=36939
xiang jiao 	相較	c=1 d=0.0165727 t=36939
xiang jin 	相近	c=1 d=0.000483239 t=36939
xiang ju 	相聚	c=1 d=8.15004e-08 t=36939
xiang ju you yuan 	相聚有緣	c=1 d=8.33681e-08 t=36939
xiang lai 	向來	c=1 d=6.1009e-11 t=36939
xiang lai 	想來	c=3 d=0.0665368 t=36939
xiang lian 	相連	c=1 d=1 t=34547
xiang lian 	項鍊	c=1 d=0.00451658 t=36939
xiang liang 	向量	c=9 d=0.0323869 t=36939
xiang lin 	相鄰	c=2 d=0.000308127 t=36939
xiang ling 	響鈴	c=1 d=0.00030659 t=36939
xiang lve 	詳略	c=1 d=0.923116 t=36939
xiang mu 	項目	c=22 d=0.00823024 t=36939
xiang qi 	想起	c=5 d=0.07502 t=36939
xiang qi 	象棋	c=1 d=0.852144 t=36939
xiang qian 	向前	c=3 d=0.000330708 t=36939
xiang qing 	詳情	c=2 d=2.49805e-06 t=36939
xiang sha ne 	想啥呢	c=1 d=1 t=29476
xiang shang 	向上	c=1 d=0.00427488 t=36939
xiang shi 	像是	c=4 d=0.980199 t=36939
xiang shou 	享受	c=1 d=1 t=31876
xiang shou zhe 	享受着	c=1 d=0.000112788 t=36939
xiang si 	相似	c=1 d=0.00423234 t=36939
xiang si 	相思	c=3 d=3.57365e-07 t=36939
xiang tong 	相同	c=10 d=0.509156 t=36939
xiang tu 	鄉土	c=0 d=5.87685e-13 t=36939
xiang tu she hui 	鄉土社會	c=3 d=2.68859e-11 t=36939
xiang wang 	嚮往	c=1 d=0.382893 t=36939
xiang wei 	相位	c=1 d=2.7005e-11 t=36939
xiang xi 	詳細	c=4 d=0.0566989 t=36939
xiang xia 	向下	c=1 d=0.00396599 t=36939
xiang xiang 	想想	c=2 d=0.0175975 t=36939
xiang xiang kan 	想想看	c=2 d=1.10076 t=32744
xiang xin 	相信	c=1 d=0.718924 t=36939
xiang xue 	香雪	c=0 d=0.0327915 t=36939
xiang xue deng 	香雪燈	c=1 d=0.329559 t=36939
xiang yang 	向陽	c=0 d=2.79669e-12 t=36939
xiang yang hua 	向陽花	c=3 d=2.55823e-09 t=36939
xiang yao 	想要	c=2 d=0.618783 t=36939
xiang ying 	相應	c=8 d=0.606864 t=36939
xiang you 	向右	c=1 d=9.68434e-06 t=36939
xiang yu 	相遇	c=2 d=0.00247875 t=36939
xiang yu 	翔宇	c=2 d=1 t=33610
xiang zhe 	想着	c=2 d=5.45035e-08 t=36939
xiang zhen 	鄉鎮	c=1 d=1 t=34211
xiang zheng 	象徵	c=1 d=0.251579 t=36939
xiang zuo 	向左	c=1 d=9.58798e-06 t=36939
xiao 	小	c=15 d=0.8419 t=36939
xiao 	校	c=2 d=0.000493001 t=36939
xiao 	梟	c=1 d=0.402524 t=36939
xiao 	笑	c=1 d=0.359634 t=36939
xiao ai 	小艾	c=1 d=1 t=29017
xiao bu er qiao ya 	小布爾喬亞	c=7 d=0.680451 t=36939
xiao bu er qiao ya 	笑布爾喬亞	c=1 d=0.647265 t=36939
xiao chang shi 	小常識	c=0 d=0.1 t=30963
xiao cheng xu 	小程序	c=1 d=1 t=30699
xiao chu 	消除	c=2 d=1.42123e-10 t=36939
xiao de 	曉得	c=1 d=3.08924e-05 t=36939
xiao de 	笑得	c=1 d=0.000147011 t=36939
xiao dui 	小隊	c=1 d=0.00404611 t=36939
xiao fei 	消費	c=2 d=0.290835 t=36939
xiao fei zhe 	消費者	c=4 d=1.01572 t=36660
xiao gai lv 	小概率	c=1 d=0.0217096 t=36939
xiao gao 	小高	c=1 d=1 t=33640
xiao ge 	校歌	c=3 d=1.10314 t=36939
xiao gou 	小狗	c=0 d=0.1 t=34647
xiao gou o 	小狗哦	c=1 d=1 t=34648
xiao gui mo 	小規模	c=1 d=1 t=30235
xiao guo 	效果	c=18 d=0.0168231 t=36939
xiao guo ru xia 	效果如下	c=1 d=1 t=34649
xiao guo tu 	效果圖	c=3 d=2.67944 t=33679
xiao hao 	消耗	c=2 d=0.000642592 t=36939
xiao ji 	消極	c=1 d=0.0880368 t=36939
xiao jiao yuan 	小教員	c=1 d=0.0347353 t=36939
xiao jie 	小姐	c=1 d=1.28512e-10 t=36939
xiao jie 	小結	c=3 d=1.29156e-10 t=36939
xiao jie 	消解	c=1 d=1 t=32342
xiao kang she hui 	小康社會	c=1 d=1 t=30093
xiao ling dao 	校領導	c=2 d=1 t=36724
xiao ling dao jie dai ri 	校領導接待日	c=1 d=1 t=29249
xiao lun che 	小輪車	c=1 d=4.38533e-09 t=36939
xiao lv 	效率	c=27 d=0.202148 t=36939
xiao mi mi 	笑眯眯	c=1 d=1 t=31775
xiao mie 	消滅	c=2 d=0.127454 t=36939
xiao nei 	校內	c=1 d=0.000662162 t=36939
xiao neng 	效能	c=1 d=1 t=31023
xiao neng shou 	小能手	c=1 d=0.00733572 t=36939
xiao ni gu 	小尼姑	c=2 d=0.1739 t=36939
xiao ou ju 	小偶劇	c=1 d=0.000446085 t=36939
xiao ping 	小評	c=10 d=1.29241 t=36939
xiao qing 	校慶	c=1 d=1 t=31657
xiao quan zi 	小圈子	c=1 d=0.00160441 t=36939
xiao shi 	蕭氏	c=1 d=0.113608 t=36939
xiao shi hou 	小時候	c=1 d=0.00514361 t=36939
xiao shi yi lang 	蕭十一郎	c=2 d=3.59139e-07 t=36939
xiao shou bu qi 	消受不起	c=1 d=0.000418012 t=36939
xiao tui 	消退	c=1 d=3.33903e-08 t=36939
xiao wang 	小王	c=11 d=0.00181198 t=36939
xiao wo 	小窩	c=1 d=4.40582e-05 t=36939
xiao wu 	小屋	c=1 d=0.0650509 t=36939
xiao xi 	消息	c=9 d=0.644036 t=36939
xiao xiang mu 	小項目	c=1 d=0.00360656 t=36939
xiao xiao 	小小	c=1 d=1 t=31951
xiao xing 	小型	c=1 d=1.48232e-13 t=36939
xiao xiong 	梟雄	c=1 d=0.276651 t=36939
xiao xue qi 	小學期	c=2 d=3.09724e-06 t=36939
xiao xue sheng hui 	校學生會	c=2 d=6.67881e-09 t=36939
xiao yao 	逍遙	c=0 d=7.4684e-09 t=36939
xiao yao xue zhe 	逍遙學者	c=1 d=7.50584e-08 t=36939
xiao yi xie 	小一些	c=1 d=2.96196e-10 t=36939
xiao yi yuan 	校醫院	c=1 d=1 t=30821
xiao ying 	效應	c=1 d=1 t=36509
xiao yu 	小於	c=8 d=0.00621991 t=36939
xiao yu 	小魚	c=1 d=3.26558e-11 t=36939
xiao yu deng yu 	小於等於	c=1 d=8.27804e-13 t=36939
xiao yuan 	校園	c=1 d=0.000584356 t=36939
xiao yuan wang 	校園網	c=4 d=1.9934 t=30691
xiao zhan 	小站	c=1 d=0.00417687 t=36939
xiao zhe 	笑着	c=1 d=0.000146278 t=36939
xiao zhu ying 	蕭竹盈	c=2 d=0.0143505 t=36939
xiao zi qing diao 	小資情調	c=3 d=0.000916453 t=36939
xiao zu 	小組	c=1 d=6.00802e-08 t=36939
xie 	些	c=2 d=0.0176857 t=36939
xie 	寫	c=18 d=0.0812682 t=36939
xie 	鞋	c=1 d=5.40825e-05 t=36939
xie dai 	攜帶	c=1 d=0.00904991 t=36939
xie de 	寫得	c=2 d=1.03065 t=31358
xie de 	寫的	c=2 d=0.00120052 t=36939
xie dong xi 	寫東西	c=2 d=1.97531 t=33305
xie e 	邪惡	c=1 d=0.0042963 t=36939
xie fa 	寫法	c=2 d=9.8307e-06 t=36939
xie fang cha 	協方差	c=1 d=1 t=29348
xie ge 	寫個	c=1 d=1 t=35502
xie hao 	寫好	c=0 d=2.35907e-10 t=36939
xie jiu 	寫就	c=1 d=0.280832 t=36939
xie ju ping 	寫劇評	c=1 d=0.0992613 t=36939
xie le 	寫了	c=6 d=0.95453 t=36939
xie le yi ge 	寫了一個	c=1 d=0.000652304 t=36939
xie le yi xie 	寫了一些	c=1 d=1 t=32263
xie lou 	泄漏	c=0 d=0.0357007 t=36939
xie lu 	泄露	c=1 d=0.0149208 t=36939
xie mu 	謝幕	c=1 d=2.1232e-05 t=36939
xie po 	脅迫	c=1 d=2.03012e-07 t=36939
xie shen me 	些什麼	c=0 d=0.1 t=32255
xie tian xiao 	謝天笑	c=13 d=4.14018e-10 t=36939
xie wan le 	寫完了	c=1 d=1.22498e-05 t=36939
xie xia 	寫下	c=3 d=0.000352662 t=36939
xie xie 	寫寫	c=2 d=0.00128115 t=36939
xie xie 	謝謝	c=5 d=0.00744658 t=36939
xie yi 	協議	c=1 d=3.99823e-10 t=36939
xie yi ge 	寫一個	c=3 d=0.366045 t=36939
xie yi xie 	寫一些	c=2 d=0.0808629 t=36939
xie yi xie 	寫一寫	c=1 d=1 t=32323
xie zai 	卸載	c=1 d=1 t=35229
xie zai 	寫在	c=1 d=1 t=32201
xie zai qian mian 	寫在前面	c=1 d=1.66212e-07 t=36939
xie zhe 	寫着	c=1 d=0.0159229 t=36939
xie zhe pian 	寫這篇	c=1 d=1 t=32741
xie zhen 	寫真	c=2 d=5.93591e-12 t=36939
xie zou qu 	協奏曲	c=1 d=0.694197 t=36939
xie zuo 	寫作	c=2 d=0.00104695 t=36939
xin 	心	c=1 d=0.00124951 t=36939
xin 	新	c=22 d=0.787755 t=36939
xin bu zai yan 	心不在焉	c=3 d=0.00027768 t=36939
xin da lu 	新大陸	c=1 d=2.85221e-07 t=36939
xin de 	心得	c=2 d=0.000641435 t=36939
xin de 	新的	c=17 d=0.711891 t=36939
xin de ti jiao 	新的提交	c=1 d=6.60678e-07 t=36939
xin di 	心底	c=1 d=1 t=32075
xin hao 	信號	c=16 d=4.96186 t=36939
xin hao cao 	信號槽	c=1 d=0.891366 t=36939
xin hao qiang 	信號槍	c=1 d=0.0107807 t=36939
xin jian 	新建	c=4 d=0.00088376 t=36939
xin jin guang 	新金光	c=1 d=1.49696e-11 t=36939
xin jiu 	新舊	c=0 d=1.47774e-07 t=36939
xin jiu he ye 	新舊合冶	c=1 d=1.48514e-06 t=36939
xin ju 	新劇	c=2 d=0.160414 t=36939
xin ku 	辛苦	c=1 d=0.0524663 t=36939
xin ku la 	辛苦啦	c=1 d=1 t=36811
xin lang 	新浪	c=2 d=1.60196e-11 t=36939
xin lang wei bo 	新浪微博	c=1 d=1.14275e-11 t=36939
xin lei xing 	新類型	c=3 d=2.72858 t=30037
xin li 	心理	c=2 d=1.62081e-05 t=36939
xin li 	心裏	c=1 d=1 t=32701
xin li huo dong 	心理活動	c=2 d=0.265803 t=36939
xin lu li cheng 	心路歷程	c=1 d=0.0911727 t=36939
xin men 	心悶	c=1 d=1 t=32331
xin mu zhong 	心目中	c=0 d=1.18305e-08 t=36939
xin nian 	信念	c=3 d=0.402524 t=36939
xin nian 	新年	c=2 d=0.400517 t=36939
xin peng you 	新朋友	c=1 d=1.62921e-07 t=36939
xin pian 	芯片	c=6 d=0.000140424 t=36939
xin qing 	心情	c=7 d=1.46555 t=36939
xin qing hua xue tang 	新清華學堂	c=2 d=6.37009e-09 t=36939
xin qu 	新區	c=2 d=0.00504516 t=36939
xin ren 	信任	c=2 d=0.0241131 t=36939
xin shang 	欣賞	c=9 d=0.677057 t=36939
xin shen mo 	新神魔	c=5 d=0.0120344 t=36939
xin sheng 	心生	c=0 d=2.26033e-07 t=36939
xin sheng gan kai 	心生感慨	c=1 d=2.27166e-06 t=36939
xin shi 	新詩	c=1 d=1 t=31679
xin shi dai 	新時代	c=1 d=1 t=31355
xin shi ji 	新世紀	c=7 d=2.19651 t=36939
xin shi ji yin yue 	新世紀音樂	c=3 d=0.798516 t=36939
xin si 	心思	c=1 d=4.12995e-09 t=36939
xin suan 	心酸	c=1 d=0.0072265 t=36939
xin tai 	心態	c=2 d=0.955997 t=36939
xin tou 	心頭	c=1 d=0.0020601 t=36939
xin tu 	信徒	c=1 d=0.00166989 t=36939
xin wei 	欣慰	c=1 d=0.0837432 t=36939
xin wen jian 	新文件	c=2 d=7.53281e-06 t=36939
xin xi 	信息	c=55 d=2.19819 t=36939
xin xi 	新戲	c=0 d=0.00652193 t=36939
xin xi 	欣喜	c=2 d=0.822835 t=36939
xin xi mi 	新戲迷	c=1 d=0.0655462 t=36939
xin xian gan 	新鮮感	c=1 d=0.909373 t=36939
xin xiang shi cheng 	心想事成	c=1 d=3.81372e-13 t=36939
xin xiang wang zhi 	心嚮往之	c=1 d=0.00125578 t=36939
xin xing 	新興	c=2 d=1.93568e-09 t=36939
xin xu lie 	新序列	c=1 d=8.29664e-10 t=36939
xin xue lai chao 	心血來潮	c=1 d=0.000675539 t=36939
xin yang 	信仰	c=1 d=0.00147367 t=36939
xin yi 	心意	c=1 d=0.371577 t=36939
xin yi shu 	新異數	c=16 d=1.98012 t=36939
xin yong bu 	信用部	c=1 d=2.03572e-10 t=36939
xin zeng 	新增	c=1 d=2.99998e-13 t=36939
xin zeng jia 	新增加	c=1 d=0.000841773 t=36939
xin zhong 	心中	c=10 d=1.22225 t=36939
xin zhuan 	新傳	c=1 d=1 t=32132
xin zhuan 	新專	c=1 d=2.16197e-12 t=36939
xin zhuan 	新磚	c=1 d=7.08582e-07 t=36939
xin zhuan ji 	新專輯	c=1 d=2.78179e-07 t=36939
xing 	型	c=1 d=1 t=36433
xing 	性	c=13 d=0.321422 t=36939
xing 	行	c=2 d=1.02294 t=29452
xing ba 	行吧	c=1 d=1 t=33734
xing bie 	性別	c=1 d=4.84572e-07 t=36939
xing cheng 	形成	c=4 d=0.00585769 t=36939
xing ge 	性格	c=3 d=0.147962 t=36939
xing ji zheng ba 	星際爭霸	c=1 d=1 t=33585
xing le 	行樂	c=1 d=1 t=32215
xing ming 	姓名	c=2 d=0.0065062 t=36939
xing neng 	性能	c=7 d=0.440058 t=36939
xing qi 	星期	c=1 d=1.07065e-09 t=36939
xing qi er 	星期二	c=2 d=0.067885 t=36939
xing qi san 	星期三	c=1 d=0.0682212 t=36939
xing qi si 	星期四	c=1 d=0.0685632 t=36939
xing qi wu 	星期五	c=1 d=0.0689068 t=36939
xing qi yi 	星期一	c=2 d=0.0675464 t=36939
xing qiu da zhan 	星球大戰	c=1 d=2.22131e-07 t=36939
xing qu 	興趣	c=2 d=0.0266491 t=36939
xing qu ai hao 	興趣愛好	c=1 d=0.000572785 t=36939
xing qu de 	興趣的	c=1 d=0.0376283 t=36939
xing rong 	形容	c=1 d=0.111917 t=36939
xing ru 	形如	c=1 d=1.58926e-09 t=36939
xing shi 	姓氏	c=2 d=5.45872e-09 t=36939
xing shi 	形式	c=13 d=0.237649 t=36939
xing shi hua 	形式化	c=0 d=0.1 t=34913
xing shi yu yan 	形式語言	c=3 d=1.03112 t=31665
xing shi yu yi 	形式語義	c=3 d=1 t=36349
xing shu 	行書	c=1 d=5.56046e-08 t=36939
xing tai 	形態	c=1 d=0.0196437 t=36939
xing tai bian hua 	形態變化	c=1 d=6.19205e-09 t=36939
xing wei 	行爲	c=6 d=0.0710054 t=36939
xing wei gui fan 	行爲規範	c=1 d=7.58385e-12 t=36939
xing xiang 	形象	c=10 d=2.12959 t=36939
xing ya 	行呀	c=2 d=1.44933 t=29458
xing yue 	星月	c=1 d=5.49466e-15 t=36939
xing yun 	行雲	c=0 d=8.29523e-09 t=36939
xing yun fei 	行雲飛	c=1 d=8.33681e-08 t=36939
xing zhi 	性質	c=1 d=2.8175e-10 t=36939
xiong 	雄	c=0 d=2.0923e-10 t=36939
xiong an xin qu 	雄安新區	c=5 d=0.00247875 t=36939
xiong di 	兄弟	c=1 d=2.7206e-10 t=36939
xiu 	修	c=3 d=1.00002 t=31320
xiu fu 	修復	c=25 d=1.19571 t=36939
xiu fu ce shi 	修復測試	c=1 d=1 t=36939
xiu fu dan yuan ce shi 	修復單元測試	c=1 d=1.84614e-07 t=36939
xiu gai 	修改	c=33 d=1.60059 t=36939
xiu gai le 	修改了	c=1 d=0.00704808 t=36939
xiu hao le 	修好了	c=1 d=5.47674e-06 t=36939
xiu mi 	秀米	c=1 d=0.427415 t=36939
xiu shi 	修飾	c=1 d=0.0290133 t=36939
xiu xian 	休閒	c=1 d=0.0403566 t=36939
xiu zheng 	修正	c=2 d=2.12007e-10 t=36939
xiu zheng hou 	修正後	c=1 d=1.1804e-10 t=36939
xu 	序	c=1 d=0.0300468 t=36939
xu 	徐	c=0 d=0.00343896 t=36939
xu 	虛	c=0 d=4.7843e-05 t=36939
xu 	需	c=4 d=0.00497881 t=36939
xu 	須	c=1 d=0.0100017 t=36939
xu du 	虛度	c=1 d=0.321422 t=36939
xu duo 	許多	c=3 d=2.70541e-07 t=36939
xu fu 	徐福	c=1 d=0.995012 t=36939
xu han shu 	虛函數	c=1 d=0.000480828 t=36939
xu hao 	序號	c=4 d=0.0193512 t=36939
xu jia 	虛假	c=2 d=1.09209e-07 t=36939
xu jia de 	虛假的	c=1 d=1 t=31723
xu jiu 	許久	c=1 d=5.67375e-10 t=36939
xu ke zheng 	許可證	c=1 d=1 t=29161
xu lie 	序列	c=9 d=0.201704 t=36939
xu lun 	敘論	c=1 d=6.77633e-11 t=36939
xu lun 	緒論	c=3 d=0.31951 t=36939
xu lun ke 	緒論課	c=3 d=0.0900785 t=36939
xu lun zuo ye 	緒論作業	c=1 d=2.3469e-07 t=36939
xu ni 	虛擬	c=3 d=0.10869 t=36939
xu ni huo bi 	虛擬貨幣	c=1 d=0.0239928 t=36939
xu ni ji 	虛擬機	c=1 d=0.000495472 t=36939
xu ni jing ji 	虛擬經濟	c=2 d=0.0642916 t=36939
xu ni zi ben 	虛擬資本	c=2 d=0.0427633 t=36939
xu nuo 	許諾	c=1 d=1 t=32068
xu qiu 	需求	c=8 d=0.00463097 t=36939
xu que ren 	需確認	c=1 d=1 t=36340
xu shi shi 	敘事詩	c=1 d=0.0136366 t=36939
xu tian xing 	徐天行	c=1 d=0.034562 t=36939
xu wei 	許巍	c=1 d=1 t=29361
xu wu piao miao 	虛無縹緲	c=1 d=2.31794e-08 t=36939
xu yao 	需要	c=68 d=1.92316 t=36939
xu yao ji lu 	需要記錄	c=1 d=4.4279e-05 t=36939
xu yao jin xing 	需要進行	c=1 d=4.71468e-08 t=36939
xu yao yi ge 	需要一個	c=1 d=1 t=29033
xu yao zhu yi 	需要注意	c=3 d=0.00257991 t=36939
xuan 	玄	c=1 d=6.74483e-15 t=36939
xuan 	軒	c=1 d=0.612626 t=36939
xuan 	選	c=2 d=0.557106 t=36939
xuan chuan 	宣傳	c=3 d=1.29217e-10 t=36939
xuan chuan pian 	宣傳片	c=1 d=4.49635e-09 t=36939
xuan chuan tu 	宣傳圖	c=1 d=1 t=31183
xuan dan 	選單	c=1 d=1.21614e-08 t=36939
xuan fu 	懸浮	c=0 d=4.99329e-08 t=36939
xuan fu kuang 	懸浮框	c=1 d=5.01832e-07 t=36939
xuan gao 	宣告	c=1 d=3.68957e-06 t=36939
xuan gua 	懸掛	c=2 d=0.00242952 t=36939
xuan hua 	喧譁	c=1 d=2.47362e-08 t=36939
xuan huo 	玄火	c=1 d=7.27015e-15 t=36939
xuan ji 	旋即	c=1 d=3.7087e-08 t=36939
xuan ke 	選課	c=1 d=1.83662e-05 t=36939
xuan le 	弦樂	c=1 d=9.61607e-11 t=36939
xuan le 	選了	c=2 d=5.50671e-09 t=36939
xuan lv 	旋律	c=2 d=0.0504466 t=36939
xuan qu 	選取	c=22 d=1.28653 t=36939
xuan ran 	渲染	c=10 d=2.17974 t=36939
xuan ran jin cheng 	渲染進程	c=5 d=0.666977 t=36939
xuan shou 	選手	c=5 d=2.12366 t=35488
xuan si 	懸絲	c=1 d=5.1578e-06 t=36939
xuan xiang 	選項	c=3 d=4.26529e-06 t=36939
xuan xiang ka 	選項卡	c=1 d=2.26734e-13 t=36939
xuan xiao 	喧囂	c=2 d=1.56553 t=32052
xuan xie 	宣泄	c=1 d=0.268474 t=36939
xuan xiu 	選修	c=2 d=0.0302193 t=36939
xuan xiu 	選秀	c=1 d=0.0148464 t=36939
xuan xue 	玄學	c=1 d=1 t=32483
xuan yan 	宣言	c=2 d=0.484325 t=36939
